"","COWcode","year","country_name","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem","v2x_regime","v2x_regime_amb","v2x_ex_military","v2x_ex_confidence","v2x_ex_direlect","v2x_ex_hereditary","v2x_ex_party","v2x_neopat","v2xnp_client","v2x_frassoc_thick","v2x_jucon","v2xlg_legcon","v2x_cspart","v2lpname","v2exhoshog","v2exremhog","v2exdjdshg","v2exdfvthg","v2reginfo","v2regint","v2regendtype","v2regimpgroup","v2regsupgroupssize","v2lgoppart","v2dlencmps","v2juhcind","v2juncind","v2juhccomp","v2jucomp","v2jureview","v2stfisccap","v2svstterr","v2mecenefi","v2mecenefm","v2exl_legitideol","v2exl_legitideolcr_0","v2exl_legitideolcr_1","v2exl_legitideolcr_2","v2exl_legitideolcr_3","v2exl_legitideolcr_4","v2xpe_exlsocgr","v2x_gencl","v2x_rule","v2xcl_prpty","v2xcs_ccsi","v2x_clpol","v2x_clpriv","v2clfmove","v2xcl_dmove","v2cldmovem","v2cldmovew","v2cldiscm","v2cldiscw","v2clslavem","v2clslavef","v2clstown","v2clprptym","v2clprptyw","v2clacjstm","v2clacjstw","e_legparty","e_autoc","e_peaveduc","e_migdppc","e_migdppcln","e_cow_exports","e_cow_imports","e_total_fuel_income_pc","e_total_oil_income_pc","e_miurbani","e_mipopula","e_civil_war","e_miinteco","v2exrmhgnp_0","v2exrmhgnp_1","v2exrmhgnp_2","v2exrmhgnp_3","v2exrmhgnp_4","v2exrmhgnp_5","v2exrmhgnp_6","v2exrmhgnp_7","v2exrmhgnp_8","v2exctlhg_0","v2exctlhg_1","v2exctlhg_2","v2exctlhg_3","v2exctlhg_4","v2exctlhg_5","v2exctlhg_6","v2exctlhg_7","v2exctlhg_8","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2exl_legitlead","ccode.x","onsets","revonsets","sideaonsets","force_onsets","force_revonsets","force_sideaonsets","leader","age0","age","usedforce","irregulartransition","foundingleader","foreigninstall","radicalideology","democratizing","revolutionaryleader","chg_executivepower","chg_politicalideology","chg_propertyownership","chg_womenandethnicstatus","chg_religioningovernment","chg_revolutionarycommittee","totalcategorieschanged","muslim","durable","cinc","majorpower","peaceyears","dem","conflict.status","trade","rule.inverse","X1","dispnum","stabb","ccode.y","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version","outcome","settle","recip","numa","numb","legitideol","nationalist","socialist","conservative","autonomist","religious","totalcat","mideology","mnationalist","msocialist","mconservative","mautonomist","mreligious","initiator","revisionist","policyrevisionist","regimerevisionist","territorialrevisionist","otherrevisionist","nonterritorial","backdown","hostile","hostileorig","hostilepolicy","hostileregime","personofleader","coldwar","transformativeideology","cinc2"
"1782",630,1984,"Iran",0.111,0.087,0.045,0.146,0.158,1,2,0.6,0,0,0,0,0.728,0.363,0.057,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.209,0.274,0.567,0.133,0.07,0.208,-0.97,0.332,0.954,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-1.137,-1.334,1,6,3.03,6368,8.759,15182.22,14494,1012.22,957.55,0.466,46320.8,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,7,7,6,6,6,6,"Ayatollah Khomeini",77,82,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,2,0.0121566,0,0,0,1,29676.22,0.726,3807,3541,"IRN",630,19,2,1984,30,4,1984,0,1,2,-9,0,0,7,3,1,5,5,3,1,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,0,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.21566
"1783",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2526,2585,"IRN",630,20,11,1985,20,1,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1784",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,3919,3625,"IRN",630,16,11,1985,16,3,1986,1,1,2,-9,0,0,7,3,1,5,3,3,1,1,4,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,1,1,1,1,0,1.612,1,0.7492517,1.11614
"1785",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2488,2557,"IRN",630,23,9,1985,3,1,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1786",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2464,2544,"IRN",630,19,7,1985,19,7,1985,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1787",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2483,2553,"IRN",630,21,2,1985,21,2,1985,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1788",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2487,2555,"IRN",630,20,2,1985,20,2,1985,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1789",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2478,2551,"IRN",630,19,3,1985,19,3,1985,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1790",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2485,2554,"IRN",630,20,2,1985,20,2,1985,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1791",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2470,2547,"IRN",630,30,4,1985,30,4,1985,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1792",630,1985,"Iran",0.12,0.089,0.046,0.149,0.159,1,2,0.1,0,0,0,0,0.686,0.371,0.06,0.192,0.525,0.197,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.074,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.17,6273,8.744,13725.09,11408,967.56,905.87,0.459,48045.5,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,11,11,11,9,9,9,"Ayatollah Khomeini",77,83,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,3,0.0111614,0,0,0,1,25133.09,0.734,2493,2560,"IRN",630,18,10,1985,18,10,1985,1,1,2,-9,0,0,7,3,1,5,5,3,1,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,1.11614
"1793",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2530,2587,"IRN",630,29,8,1986,29,8,1986,1,1,2,-9,0,0,2,2,1,5,5,3,0,1,5,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1794",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2514,2575,"IRN",630,2,3,1986,2,3,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1795",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2516,2578,"IRN",630,13,1,1986,14,1,1986,1,1,2,-9,0,0,16,4,1,5,5,3,1,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1796",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2511,2574,"IRN",630,6,4,1986,1,5,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1797",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2546,2594,"IRN",630,22,10,1986,22,10,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1798",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2534,2588,"IRN",630,3,9,1986,3,9,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1799",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2549,2596,"IRN",630,23,9,1986,26,11,1986,1,1,2,-9,0,0,16,4,1,5,5,3,1,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
"1800",630,1986,"Iran",0.178,0.101,0.057,0.157,0.175,1,2,0.1,0,0,0,0,0.682,0.386,0.054,0.192,0.525,0.249,NA,0,1.025,-1.788,-1.573,"Islamic Republic of Iran (02/04/1979 - E)",1,13,7,1.499,-0.132,1.705,-1.676,-0.132,-1.603,-0.792,0.959,-1.36,92,NA,-2.139,2.407,0.25,0,0,0.25,1,0.746,0.266,0.266,0.567,0.133,0.063,0.215,-0.97,0.312,0.817,-1.965,-1.721,-1.341,0.863,-0.39,-1.22,0.699,0.241,-0.599,-0.968,1,6,3.31,5474,8.608,8043.99,9355,406.33,365.84,0.452,49770.2,0,1,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,1.612,630,9,9,9,7,7,7,"Ayatollah Khomeini",77,84,1,1,0,0,1,0,1,1,0,1,1,1,1,6,0.9582445,4,0.0090918,0,0,0,1,17398.99,0.734,2544,2593,"IRN",630,18,11,1986,18,11,1986,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.874127,0.25,0,0,0.3333333,1,0.8571429,0.7492517,0.2142857,0,0,0.2857143,0.8571429,1,1,1,0,0,0,1,0,1,1,1,0,1.612,1,0.7492517,0.90918
